id,branch_name,full_address,city
241,Star City Ha Noi,"81 Lê Văn Lương P.Nhân Chính
Q.Thanh Xuân",Hà Nội
242,Gelex Tower Ha Noi,"52 Lê Đại Hành P.Lê Đại Hành
Q.Hai Bà Trưng",Hà Nội
243,"Tran Nhan Tong Ha
Noi","48 Trần Nhân Tông P.Nguyễn Du
Q.Hai Bà Trưng",Hà Nội
244,The K Part Ha Noi,"Tầng 1, The K Park Lê Trọng Tấn
P.La Khê Q.Hà Đông",Hà Nội
245,Vincom Lieu Giai B1,"Tầng B1, Tầng hầm B1, TTTM
Vincom Plaza, 29 Liễu Giai
P.Ngọc Khánh Q.Ba Đình",Hà Nội
246,"Vinmart Tay Ho Ha
Noi","689 Lạc Long Quân P.Phú Thượng
Q.Tây Hồ",Hà Nội
247,TNR Tower Ha Noi,"54A Nguyễn Chí Thanh P.Láng
Thượng Q.Đống Đa",Hà Nội
248,Ciputra Club Ha Noi,"Tầng 1, Khu đô thị Ciputra Phạm
Văn Đồng P.Xuân Đỉnh Q.Bắc Từ
Liêm",Hà Nội
249,115 Quan Thanh,"115 Quán Thánh P.Quán Thánh
Q.Ba Đình",Hà Nội
250,Vinhome Green Bay,"Tầng 1, Vinhome Green Bay, 07
Đại Lộ Thăng Long P.Mễ Trì
Q.Nam Từ Liêm",Hà Nội
251,VINCOM SKY LAKE,"Tầng 1, Vincom Sky Lake Phạm
Hùng P.Mễ Trì Q.Nam Từ Liêm",Hà Nội
252,Lam Vien Complex,"107 Nguyễn Phong Sắc P.Dịch
Vọng Hậu Q.Cầu Giấy",Hà Nội
253,HPC Landmark,105 La Khê P.La Khê Q.Hà Đông,Hà Nội
254,145 Trung Hoa,"145 Trung Hòa P.Yên Hòa Q.Cầu
Giấy",Hà Nội
255,129 Thai Thinh,"129 Thái Thịnh P.Thịnh Quang
Q.Đống Đa",Hà Nội
256,"Vinhome Star City Ha
Noi","Tầng 1, Vinhome Star City Hà Nội
Trần Duy Hưng P.Trung Hòa
Q.Cầu Giấy",Hà Nội
257,Hang Bac Ha Noi,"1 Hàng Bạc P.Hàng Bạc Q.Hoàn
Kiếm",Hà Nội
258,The Manor 2 Ha Noi,"Tầng 1, Tòa nhà The Manor Mễ
Trì P.Mỹ Đình 1 Q.Nam Từ Liêm",Hà Nội
259,Golden Heart Ha Noi,"Tầng 1, Khu đô thị Kim Văn Kim
Lũ Nguyễn Xiển P.Đại Kim
Q.Hoàng Mai",Hà Nội
260,"FLC 36 Pham Hung
Ha Noi","FLC Complex, 36 Phạm Hùng
P.Mỹ Đình 2 Q.Nam Từ Liêm",Hà Nội
261,Ocean Park Ha Noi,"1 Đào Duy Anh P.Kim Liên
Q.Đống Đa",Hà Nội
262,Happy Boat Ha Noi,"9 Thanh Niên P.Quán Thánh Q.Ba
Đình",Hà Nội
263,South Building Ha Noi,"Tầng 1, Tòa nhà South Building
Pháp Vân P.Hoàng Liệt Q.Hoàng
Mai",Hà Nội
264,"KOSMO Tay Ho Ha
Noi","Tầng 1, Tòa nhà KOSMO Xuân La
P.Xuân Đỉnh Q.Bắc Từ Liêm",Hà Nội
265,"Ban Dao Linh Dam Ha
Noi","23BT2 Bán Đảo Linh Đàm
P.Hoàng Liệt Q.Hoàng Mai",Hà Nội
266,"Vincom Pham Ngoc
Thach Ha Noi","Tầng 1, TTTM Vincom Plaza, 2
Phạm Ngọc Thạch P.Kim Liên
Q.Đống Đa",Hà Nội
267,Lang Viet Kieu Ha Noi,"Villa16B5.01 Nguyễn Văn Lộc
P.Mộ Lao Q.Hà Đông",Hà Nội
268,PVI Tower Ha Noi,"Tầng 1, Tòa nhà PVI Tower, 01
Phạm Văn Bạch P.Yên Hòa Q.Cầu
Giấy",Hà Nội
269,"Gamuda Gardens Ha
Noi","Tầng 1, 29 Gamuda Gardens 2-2
P.Trần Phú Q.Hoàng Mai",Hà Nội
270,"Imperia Garden Ha
Noi","203 Nguyễn Huy Tưởng P.Thanh
Xuân Trung Q.Thanh Xuân",Hà Nội
271,Time City Ha Noi,"Tầng 1, TTTM Time City, 458
Minh Khai P.Vĩnh Tuy Q.Hai Bà
Trưng",Hà Nội
272,"17T4 Hoang Dao Thuy
Ha Noi","Tầng 1, Tòa nhà 17T4 Hoàng Đạo
Thúy P.Trung Hòa Q.Cầu Giấy",Hà Nội
273,CTM Cau Giay Ha Noi,"299 Cầu Giấy P.Dịch Vọng Q.Cầu
Giấy",Hà Nội
274,Eco City Ha Noi,"Lô CT-21B, Khu đô thị mới Việt
Hưng Đào Văn Tập P.Giang Biên
Q.Long Biên",Hà Nội
275,Euro Windows HN,"27 Trần Duy Hưng P.Trung Hòa
Q.Cầu Giấy",Hà Nội
276,Kim Ma Ha Noi,"543-545 Kim Mã P.Ngọc Khánh
Q.Ba Đình",Hà Nội
277,Charmvit Tower HN,"117 Trần Duy Hưng P.Trung Hòa
Q.Cầu Giấy",Hà Nội
278,"Vinhomes Ocean Park
HN","SB22 Sao Biển X.Dương Xá H.Gia
Lâm",Hà Nội
279,The Light HN,"Tầng 1, Tòa nhà The Light Tố Hữu
P.Trung Văn Q.Nam Từ Liêm",Hà Nội
280,Gold Tower HN,"275 Nguyễn Trãi P.Thanh Xuân
Trung Q.Thanh Xuân",Hà Nội
281,Phan Chu Trinh HN,"16 Phan Chu Trinh P.Phan Chu
Trinh Q.Hoàn Kiếm",Hà Nội
282,Cung Thieu Nhi HD,"2 Hoàng Hoa Thám P.Nguyễn Trãi
TP.Hải Dương",Hải Dương
283,Huu Nghi - Hai Phong,"60A Điện Biên Phủ P.Minh Khai
Q.Hồng Bàng",Hải Phòng
284,Vincom - Hai Phong,"2-4 Lê Thánh Tông P.Máy Tơ
Q.Ngô Quyền",Hải Phòng
285,Tran Phu - Hai Phong,"32 Trần Phú P.Cầu Đất Q.Ngô
Quyền",Hải Phòng
286,Sholega Hai Phong,"275 Lạch Tray P.Đằng Giang
Q.Ngô Quyền",Hải Phòng
287,"Vien Thong A Hai
Phong","2 Phạm Minh Đức P.Máy Tơ
Q.Ngô Quyền",Hải Phòng
288,"Quang Trung - Hai
Phong","28A Quang Trung P.Hoàng Văn
Thụ Q.Hồng Bàng",Hải Phòng
289,"Shophouse Imperial
HP","BH02-08 Vinhomes Imperial Hải
Phòng, 01 Bạch Đặng P.Thượng
Lý Q.Hồng Bàng",Hải Phòng
290,Vincom Imperia HP,"Lô L1-08, tầng L1, TTTM Vincom
Plaza Imperia Hải Phòng, 01 Bạch
Đặng P.Thượng Lý Q.Hồng Bàng",Hải Phòng
291,178 Van Cao,"178 Văn Cao P.Đằng Giang Q.Ngô
Quyền",Hải Phòng
292,Le Hong Phong HP,"2A Lê Hồng Phong P.Đông Khê
Q.Ngô Quyền",Hải Phòng
293,Vincom Lang Son,"Tầng 1, Vincom Plaza Hùng
Vương P.Chi Lăng TP.Lạng Sơn",Lạng Sơn
294,BigC - Vinh,"Tầng 1, TTTM Big C, 02 Quang
Trung P.Quang Trung TP.Vinh",Nghệ An
295,Huu Nghi - Vinh,74 Lê Lợi P.Hưng Bình TP.Vinh,Nghệ An
296,Vinh Center,"69 Hồ Tùng Mậu P.Trường Thi
TP.Vinh",Nghệ An
297,City Hub Vinh,"1 Lê Hồng Phong P.Hưng Bình
TP.Vinh",Nghệ An
298,Cong Vien Vinh,2 Lê Mao P.Lê Mao TP.Vinh,Nghệ An
299,"Hung Vuong Viet Tri
PT","1606A Hùng Vương P.Gia Cẩm
TP.Việt Trì",Phú Thọ
300,BigC Ha Long,"Tầng 1, TTTM Big C, 600 Nguyễn
Văn Cừ P.Hồng Hải TP.Hạ Long",Quảng Ninh
301,Golden Bay - QN,"Tầng 1, TTTM Trần Hưng Đạo
Trần Hưng Đạo P.Trần Hưng Đạo
TP.Hạ Long",Quảng Ninh
302,"Vincom Ha Long 2
QN","Tầng 1, Vincom Plaza Trần Quốc
Nghiễn P.Bạch Đằng TP.Hạ Long",Quảng Ninh
303,Ha Long Marina,"Cảng Bãi Cháy P.Bãi Cháy TP.Hạ
Long",Quảng Ninh
304,"Vinhomes Dragon Ha
Long","HG01-01, Khu dịch vụ cao cấp
Bến Đoan, 01 Hoàng Gia P.Hồng
Gai TP.Hạ Long",Quảng Ninh
305,"Vincom Cam Pha
Quang Ninh","Tầng 1, TTTM Vincom Cẩm Phả
Lê Thanh Nghị P.Cẩm Bình
TP.Cẩm Phả",Quảng Ninh
306,"FCC Tower Thai
Nguyen","64 Hoàng Văn Thụ P.Hoàng Văn
Thụ TP.Thái Nguyên",Thái Nguyên
307,PICO Thanh Hoa,"240 Lê Hoàn P.Ba Đình TP.Thanh
Hóa",Thanh Hóa
308,"Vincom Shouse Thanh
Hoa","Tầng 1, Vincom shophouse Điện
Biên, 27 Trần Phú P.Điện Biên
TP.Thanh Hóa",Thanh Hóa
309,"Vincom Plaza Thanh
Hoa","Tầng 1, Vincom Plaza Triệu Quốc
Đạt P.Lam Sơn TP.Thanh Hóa",Thanh Hóa
310,"Dong Xuyen Hotel An
Giang","9A Lương Văn Cù P.Mỹ Long
TP.Long Xuyên",An Giang
311,"Tran Hung Dao LX An
Giang","1224 Trần Hưng Đạo P.Mỹ Bình
TP.Long Xuyên",An Giang
312,Vincom Plaza Tan An,"TTTM Vincom Plaza, L1-06 +L1-
06A Hùng Vương P.2 TP.Tân An",Long An
313,"Quoc Lo 62 Tan An
LA",45 QL62 P.2 TP.Tân An,Long An
314,"GoMall My Tho Tien
Giang","Gian hàng S22, 545 Lê Văn Phẩm
P.5 TP.Mỹ Tho",Tiền Giang
315,"Nam Ky Khoi Nghia
My Tho TG","86 Nam Kỳ Khởi Nghĩa P.1
TP.Mỹ Tho",Tiền Giang
316,"Coop Mart My Tho
Tien Giang",35 Ấp Bắc P.5 TP.Mỹ Tho,Tiền Giang
317,Coop Mart Vinh Long,"26 Ba Tháng Hai P.1 TP.Vĩnh
Long",Vĩnh Long
318,Vincom Vinh Long,"55 Phạm Thái Bường P.4 TP.Vĩnh
Long",Vĩnh Long
319,"Ben Xe Mien Tay
HCM","395 Kinh Dương Vương P.An Lạc
Q.Bình Tân",TP.HCM
320,Bui Thi Xuan HCM,"46-48 Bùi Thị Xuân P.Bến Thành
Q.1",TP.HCM
321,Le Van Khuong HCM,"33 Lê Văn Khương P.Tân Thới
Hiệp Q.12",TP.HCM
322,ECOPARK,"Lot 1A-02-18 Khu Đô Thị Ecopark
X.Xuân Quan H.Văn Giang",Hưng Yên
323,Ecopark 2,"189 Marina Residences, Khu Đô
Thi Ecopark X.Phụng Công H.Văn
Giang",Hưng Yên
324,"Victory Plaza - Thai
Binh","392 Lý Bôn P.Trần Hưng Đạo
TP.Thái Bình",Thái Bình
325,"Vincom Plaza Thai
Binh","460 Lý Bôn P.Đề Thám TP.Thái
Bình",Thái Bình
326,Nam Dinh Tower,"91 Điện Biên P.Cửa Bắc TP.Nam
Định",Nam Định
327,Nguyen Du Nam Dinh,"151 Nguyễn Du P.Vị Hoàng
TP.Nam Định",Nam Định
328,"Vincom Plaza Viet Tri
Phu Tho","2 Hùng Vương P.Tiên Cát TP.Việt
Trì",Phú Thọ
329,Bach Dang Hai Phong,"1 Bạch Đằng TT.Núi Đèo H.Thủy
Nguyên",Hải Phòng
330,"Tran Phu Vinh Yen
Vinh Phuc","Trần Phú P.Liên Bảo TP.Vĩnh
Yên",Vĩnh Phúc
331,Vincom Ha Tinh,"Vincom Plaza Hà Tĩnh Hà Huy
Tập P.Nam Hà TP.Hà Tĩnh",Hà Tĩnh
332,T1 Noi Bai Ha Noi,"T1 Sân bay Quốc Tế Nội Bài
X.Phú Minh H.Sóc Sơn",Hà Nội
333,D8 T1 Noi Bai Ha Noi,"D8T1 Sân bay Quốc Tế Nội Bài
X.Phú Minh H.Sóc Sơn",Hà Nội
334,"A3 T1 Noi Bai Airport
HN","A3T1 Sân bay Quốc Tế Nội Bài
X.Phú Minh H.Sóc Sơn",Hà Nội
335,VTV Hanoi,"Tầng 1, Trung Tâm Đài TH Viet
Nam, 43 Nguyễn Chí Thanh
P.Ngọc Khánh Q.Ba Đình",Hà Nội
336,"Tran Hung Dao Phan
Thiet","153 Trần Hưng Đạo P.Phú Thủy
TP.Phan Thiết",Bình Thuận
337,Hung Vuong Phu Quoc,"10A Hùng Vương P.Dương Đông
TP.Phú Quốc",Kiên Giang
338,"Vinwonder Phu Quoc
KG","Khu vui chơi giải trí VinWonders
X.Gành Dầu TP.Phú Quốc",Kiên Giang
339,"Nguyen Hue Binh
Dinh","162A Nguyễn Huệ P.Trần Phú
TP.Quy Nhơn",Bình Định
340,Pham Hung Quy Nhon,"100 Phạm Hùng P.Lý Thường
Kiệt TP.Quy Nhơn",Bình Định
341,"An Phu Thinh Quy
Nhon","78 Phan Bội Châu P.Lê Lợi
TP.Quy Nhơn",Bình Định
342,Vincom Quang Ngai,"26 Lê Thánh Tôn P.Nghĩa Chánh
TP.Quảng Ngãi",Quảng Ngãi
343,"Monbay Urban Ha
Long QN","A14-16 Khu đô thị mới hiện đại
phía đông Hòn Cặp Bè P.Hồng Hải
TP.Hạ Long",Quảng Ninh
344,"98 Ngo Gia Tu - Bac
Giang","98 Ngô Gia Tự P.Ngô Quyền
TP.Bắc Giang",Bắc Giang
345,Eco Home 3 HN,"Eco Home 3 Tân Xuân P. Đông
Ngạc Q.Bắc Từ Liêm",Hà Nội
346,DEldorado Tay Ho HN,"659A Lạc Long Quân P. Xuân La
Q.Tây Hồ",Hà Nội
347,Vincom Soc Trang,"L1-07 & L1-07A, Tầng 1, TTTM
Vincom Plaza Sóc Trăng, Số 22
Trần Hưng Đạo P.2 TP.Sóc Trăng",Sóc Trăng
348,Sora II BDG,"Block 05, Tầng trệt, Tòa nhà Sora
Gardens II, Lô C17 Đại Lộ Hùng
Vương P.Hòa Phú TP.Thủ Dầu
Một",Bình Dương
349,Go Mall Hue,174 Bà Triệu P.Phú Nhuận TP.Huế,Thừa Thiên Huế
350,"Nguyen Binh Khiem
HCM","29/1 Nguyễn Bỉnh Khiêm P.Đa
Kao Q.1",TP.HCM
351,To Ngoc Van HCM,"236 Tô Ngọc Vân P.Linh Đông
TP.Thủ Đức",TP.HCM
352,Eco Lakeview HN,"SH5B-HH3, Eco Lake View, 32
Đại Từ P.Đại Kim Q.Hoàng Mai",Hà Nội
353,Airport Cat Bi HP,"Sân Bay Cát Bi Lê Hồng Phong
P.Thành Tô Q.Hải An",Hải Phòng
354,Vinfast Hai Phong,"Khu Kinh tế Đình Vũ - Cát Hải
Đảo Cát Hải TT.Cát Hải H.Cát Hải",Hải Phòng
355,Go Mall Ba Ria VT,"2A Nguyễn Đình Chiểu P.Phước
Hiệp TP.Bà Rịa","Bà Rịa - Vũng
Tàu"
356,Go Mall Thai Binh,"Tầng 1, Go! Mall Thai Binh Trần
Thái Tông P.Phú Khánh TP.Thái
Bình",Thái Bình
357,Pham Van Nghi HCM,"R1-25 Phạm Văn Nghị P.Tân
Phong Q.7",TP.HCM
358,"Nguyen Thai Son
HCM","262 Nguyễn Thái Sơn P.4 Q.Gò
Vấp",TP.HCM
359,Kha Van Can HCM,"891 Kha Vạn Cân P.Linh Tây
TP.Thủ Đức",TP.HCM
360,Sense City - Can Tho,"1 Đại Lộ Hòa Bình P.Tân An
Q.Ninh Kiều",Cần Thơ
361,Lotte Mart - BD,"Lotte Mart Quốc Lộ 13 P.Lái
Thiêu TP.Thuận An",Bình Dương
362,Dai Hoc Hutech HCM,"475A Điện Biên Phủ P.25 Q.Bình
Thạnh",TP.HCM
363,Cao Lo HCM,206-208 Cao Lỗ P.4 Q.8,TP.HCM
364,Sarica Sala HCM,6 D9 P.An Lợi Đông TP.Thủ Đức,TP.HCM
365,Vung Tau Center,"93 Lê Lợi P.Thắng Nhì TP. Vũng
Tàu","Bà Rịa - Vũng
Tàu"
366,Dai Hoc FPT HN,"Canteen,
Đại học FPT Khu Công nghệ Cao
Hòa Lạc P.Thạch Hòa Q.Thạch
Thất",Hà Nội
367,Sun Grand City HN,"3 Lương Yên P.Bạch Đằng Q.Hai
Bà Trưng",Hà Nội
368,"A1 Nguyen Co Thach
HN","Kiosk A1-1,
Tòa A1, Số 18 Nguyễn Cơ Thạch
P.Cầu Diễn Q.Nam Từ Liêm",Hà Nội
369,Essensia HN,"Km 10+600 Đại Lộ Thăng Long
P.An Khánh Q.Hoài Đức",Hà Nội
370,"VH Ocean Park Da
Ton","SH 20+21 S203 Khu đô thị Gia
Lâm Vinhomes Ocean Park P.Đa
Tốn Q.Gia Lâm",Hà Nội
371,"Dai Hoc Hutech D9
HCM","Hi-tech Park Xa Lộ Hà Nội P.Hiệp
Phú TP.Thủ Đức",TP.HCM
372,1B Pho Quang HCM,1B Phổ Quang P.2 Q.Tân Bình,TP.HCM
373,Ly Tu Trong HCM,71 Lý Tự Trọng P.Bến Thành Q.1,TP.HCM
374,"Nguyen Duy Trinh
HCM","230 Nguyễn Duy Trinh Bình
Trưng Tây TP.Thủ Đức",TP.HCM
375,Tran Hung Dao DNG,"517 Trần Hưng Đạo P.An Hải Tây
Q.Sơn Trà",Đà Nẵng
376,Go Mall Bac Giang,"Go Mall Bắc Giang Tây Yên Tử
P.Tân Tiến TP.Bắc Giang",Bắc Giang
377,Noi Bai Airport,"Tầng 4, T2 Sân bay Quốc Tế Nội
Bài X.Phú Minh H.Sóc Sơn",Hà Nội
378,"Nguyen Tat Thanh
HCM","194-196 Nguyễn Tất Thành P.13
Q.4",TP.HCM
379,AB Tower HCM,76A Lê Lai P.Bến Thành Q.1,TP.HCM
380,Vincom Cao Lanh,5 30 Tháng 4 P.1 TP.Cao Lãnh,Đồng Tháp
381,Vin Smart City HN,"Vincom Smart City Khu đô thị mới
Tây Mỗ - Đại Mỗ - Vinhomes Part
P.Đại Mỗ Q.Nam Từ Liêm",Hà Nội
382,Vincom Thai Nguyen,"Vincom Thái Nguyên, 286 Lương
Ngọc Quyến P.Quang Trung
TP.Thái Nguyên",Thái Nguyên
383,Phu Cat Kiosk Airport,"X23X cộng 7J X.Cát Tân H.Phù
Cát",Bình Định
384,Nhu Quynh Town HY,"Liền kề 1 cộng 2 TT.Như Quỳnh
H.Văn Lâm",Hưng Yên
385,Urban Area Gia Lam,"TT11-27 dự án đầu tư xây dựng
nhà ở thấp tầng tại các ô đất từ
TT10 đến TT13 – Khu đấu giá
TT.Trâu Quỳ H.Gia Lâm",Hà Nội
386,Vincom Tuy Hoa,"Góc Đông Bắc ngã tư đường
Hùng Vương và đường Trần Phú
P.7 TP.Tuy Hòa",Phú Yên
387,"Crescent Residence
HCM","103 Tôn Dật Tiên, Khu A, Phú Mỹ
Hưng P.Tân Phú Q.7",TP.HCM
388,"Nguyen Thi Dinh
HCM","205 Nguyễn Thị Định P.An Phú
TP.Thủ Đức",TP.HCM
389,Ta Quang Buu HCM,819 Tạ Quang Bửu P.5 Q.8,TP.HCM
390,Phu Cat AirPort,"Sân Bay Phù Cát X.Cát Tân
H.Phù Cát",Bình Định
391,Sense Ben Tre,"T06 Sense Ben Tre, 26A Trần
Quốc Tuấn P.4 TP.Bến Tre",Bến Tre
392,Pham Dinh Ho HCM,92 Phạm Đình Hổ P.2 Q.6,TP.HCM
393,Da Nang Hai Phong,"274 Đà Nẵng P.Vạn Mỹ Q.Ngô
Quyền",Hải Phòng
394,Pruksa Hai Phong,"Lô LKV Ô đất 47 X.An Đồng
H.An Dương",Hải Phòng
395,Thanh Binh Bac Ninh,"Ô đất số 01 tờ bản đồ số 69 thửa
đất số 542 tại phường Võ Cường
và tờ bản đồ số 31, thửa đất số 60
P.Kinh Bắc TP.Bắc Ninh",Bắc Ninh
396,Golden City Long Bien,"Khu nhà ở 319 Bồ Đề, tổ 10 P.Bồ
Đề Q.Long Biên",Hà Nội
397,Geleximco Ha Noi,"C31-05 Geleximco Urban Area Lê
Trọng Tấn P.Dương Nội Q.Hà
Đông",Hà Nội
398,Hung Vuong Tam Ky,"123 Hùng Vương P.An Mỹ
TP.Tam Kỳ",Quảng Nam
399,Thanh Dat Ha Nam,"Thửa đất số 25, tờ bản đồ số 7 Khu
công nghiệp Đồng Văn I P.Đồng
Văn TX.Duy Tiên",Hà Nam
400,"Nguyen Phuc Chu Hoi
An","69 Nguyễn Phúc Chu P.Minh An
TP. Hội An",Quảng Nam
401,Le Loi Hue,5 Lê Lợi P.Vĩnh Ninh TP.Huế,Thừa Thiên Huế
402,Cam Ranh Airport,"Cam Ranh Airport P.Cam Nghĩa
TP.Cam Ranh",Khánh Hòa
403,Light City Vinh Yen,"Thửa đất số 691, tờ bản đồ số 25,
Khu trung tâm thương mại và nhà
ở hỗn hợp P.Khai Quang TP.Vĩnh
Yên",Vĩnh Phúc
404,Hoa Lu Hotel NB,"Số 1 Trần Hưng Đạo P.Tân Thành
TP.Ninh Bình",Ninh Bình
405,To Huu HN,"Thửa CUSTM6-1 Làng Nghề Vạn
Phúc P.Vạn Phúc Q.Hà Đông",Hà Nội
406,Hao Nam HN,"139 Hào Nam P.Ô Chợ Dừa
Q.Đống Đa",Hà Nội
407,Viglacera Bac Ninh,"Tòa nhà Viglacera Ngã 6 P.Đại
Phúc TP.Bắc Ninh",Bắc Ninh
408,Dinh Bo Linh HCM,"170-172 Đinh Bộ Lĩnh P.26
Q.Bình Thạnh",TP.HCM
409,"Dragon Hill Nha Be
HCM","15A Nguyễn Hữu Thọ P.Phước
Kiểng H.Nhà Bè",TP.HCM
410,"Hoang Van Thai D7
HCM",77 Hoàng Văn Thái P.Tân Phú Q.7,TP.HCM
411,Go Mall Quang Ngai,"2 Lý Thường Kiệt P.Nghĩa Chính
TP.Quảng Ngãi",Quảng Ngãi
412,Dong Hoi Airport,"Khu Cách Ly Tầng 2, Nhà Ga
Hành Khách Cảng Hàng Không
Đồng Hới X.Lộc Ninh TP.Đồng
Hới",Quảng Bình
413,"Nguyen Tat Thanh
Viet Tri","308 Nguyễn Tất Thành X.Trưng
Vương TP.Việt Trì",Phú Thọ
414,Pham Van Dong HCM,"962-964 Phạm Văn Đồng P.Hiệp
Bình Chánh TP.Thủ Đức",TP.HCM
415,"Phan Dinh Phung
Dong Nai","257/6 Phan Đình Phùng P.Quang
Vinh TP.Bên Hòa",Đồng Nai
416,"Tops Market Au Co
HCM","685 Âu Cơ P.Tân Thành Q.Tân
Phú",TP.HCM
417,433 Le Duc Tho HCM,433 Lê Đức Thọ P.17 Q.Gò Vấp,TP.HCM
418,Tinh Lo 10 HCM,"565 Tỉnh Lộ 10 P.Bình Trị Đông B
Q.Bình Tân",TP.HCM
419,Bach Dang HCM,"270C Bạch Đằng P.14 Q.Bình
Thạnh",TP.HCM
420,"Friendship Tower
HCM",31 Lê Duẩn P.Bến Nghé Q.1,TP.HCM
421,Dien Bien Phu HCM,"417-419 Điện Biên Phủ P.25
Q.Bình Thạnh",TP.HCM
422,Thuy Van Vung Tau,75 Thùy Vân P.2 TP.Vũng Tàu,"Bà Rịa - Vũng
Tàu"
423,Hung Vuong Ba Ria,"72 Hùng Vương P.Phước Nguyên
TP.Bà Rịa","Bà Rịa - Vũng
Tàu"
424,RMIT Ha Noi,"Tầng 5, Trường ĐH RMIT, Số 10
Phạm Huy Thông P.Ngọc Khánh
Q.Ba Đình",Hà Nội
425,"S2.07 VH Ocean Park
HN","SH06.S2.07 Vinhomes Ocean Park
X.Đa Tốn H.Gia Lâm",Hà Nội
426,Duong Noi Ha Dong,"LK14-01, Khu A Khu đô thị mới
Dương Nội P.La Khê Q.Hà Đông",Hà Nội
427,"Thiso Mall Thu Thiem
HCM","Tầng hầm B1, khu cao ốc VP-TM-
DV tổng hợp lô 5-5, số 10 Mai Chí
Thọ P.Thủ Thiêm TP.Thủ Đức",TP.HCM
428,"Nguyen Tat Thanh
DNG","Góc đường Nguyễn Tất Thành -
Nguyễn Sinh Sắc P.Hòa Minh
Q.Liên Chiểu",Đà Nẵng
429,Hoang Van Thu Hue,"25 Hoàng Văn Thụ P.An Đông
TP.Huế",Thừa Thiên Huế
430,"Galleria Thu Thiem
HCM","20 Nguyễn Thiện Thành P.Thủ
Thiêm TP.Thủ Đức",TP.HCM
431,Hong Bang Nha Trang,"26 Hồng Bàng P.Phước Tiến
TP.Nha Trang",Khánh Hòa
432,CT2 Nghia Do HN,"Tầng 1 Tòa nhà CT2A Khun đô thị
mới Nghĩa Đô P.Cổ Nhuế 1 Q.Bắc
Từ Liêm",Hà Nội
433,E15 T1 Noi Bai HN,"Gian hàng E15, sảnh E Nhà ga T1
Sân bay Nội Bài X.Phú Cường
H.Sóc Sơn",Hà Nội
434,Mega Market DNG,"Trung tâm MM Market Đà Nẵng, 5
Cánh Mạng Tháng Tám Q.Cẩm Lệ
TP.Đà Nẵng",Đà Nẵng
435,"Doc Lap Tan Phu
HCM","105 Độc Lập P.Tân Thành Q.Tân
Phú",TP.HCM
436,"Tan Thang Tan Phu
HCM","87C Tân Thắng P.Sơn Kỳ Q.Tân
Phú",TP.HCM
437,UOA Tower HCM,"Tòa nhà UOA Tower, số 6 Tân
Trào P.Tân Phú Q.7",TP.HCM
438,CMT8 Ba Ria VT,"408 Cánh Mạng Tháng Tám
P.Phước Trung TP.Bà Rịa","Bà Rịa - Vũng
Tàu"
439,Bai Tu Long Cam Pha,"Số 57 Bái Tử Long P.Cẩm Trung
TP.Cẩm Phả",Quảng Ninh
440,Lac Long Quan TH,"Lô 337, khu tái định cư LK06
đường vành đai Đông Tây P.Đông
Vệ TP.Thanh Hóa",Thanh Hóa
441,"VietSing Residence
BDG","Tòa nhà Aviva Residences tại Lô
CT03B Đường D1, KDC Việt-Sing
P.An Phú TP.Thuận An",Bình Dương
442,Monarchy Da Nang,"A104 - A105 Block A, Monarchy
Apartment, 535 Trần Hưng Đạo
P.An Hải Tây Q.Sơn Trà",Đà Nẵng
443,Vo Van Tan HCM,46 Võ Văn Tần P.Võ Thị Sáu Q.3,TP.HCM
444,Go Mall Quy Nhon,"Tầng 1, Go! Quy Nhơn KĐT Xanh
Vũng Chua P.Ghềnh Ráng TP.Quy
Nhơn",Bình Định
445,Hateco Apollo HN,"BT02 Hateco Apollo Xuân Phương
P.Phương Canh Q.Nam Từ Liêm",Hà Nội
446,Pham Van Dong Hue,"102A Phạm Văn Đồng P.Vỹ Dạ
TP.Huế",Thừa Thiên Huế
447,Ten Lua HCM,"183-185 Tên Lửa P.Bình Trị Đông
Q.Bình Tân",TP.HCM
448,Sense City Ca Mau,"T-05a, Tầng trệt trung tâm thương
mại Sense City, số 09 Trần Hưng
Đạo P.5 TP.Cà Mau",Cà Mau
449,Vincom Ca Mau,2 Lê Duẩn P.1 TP.Cà Mau,Cà Mau
450,"Nguyen Huu Tho Long
An","223 Nguyễn Hữu Thọ, khu phố 2
TT.Bến Lức H.Bến Lức",Long An
451,"Hung Vuong Trang
Bom","Ô 01 Lô B KDC và siêu thị tại thị
trấn Trảng Bom TT.Trảng Bom
H.Trảng Bom",Đồng Nai
452,"70 Nguyen Van Tiet
BDG","70 Nguyễn Văn Tiết P.Lái Thiêu
TP.Thuận An",Bình Dương
453,"925 Tan Ky Tan Quy
HCM","925 Tân Kỳ Tân Quý, khu phố 2
P.Bình Hưng Hòa A Q.Bình Tân",TP.HCM
454,Tan Tay Do Ha Noi,"LK3-2, 3 Khu đô thị mới Tân Tây
Đô X.Tân Lập H.Đan Phượng",Hà Nội
455,"S205 VH Smart City
HN","01SH05A, S2.05-Z29M.1
Vinhomes Smart City P.Tây Mỗ
Q.Nam Từ Liêm",Hà Nội
456,"Nguyen Trai Thanh
Hoa","Lô 01 MBQH 4333/UBND
Nguyễn Trãi P.Tân Sơn TP.Thanh
Hóa",Thanh Hóa
